ShortSymbol,sector,fullTimeEmployees,longBusinessSummary,city,totalRevenue,revenuePerShare,shortName,longName,symbol,sharesOutstanding,marketCap
SIEMENS,Industrials,9258,"Siemens Limited manufactures and sells electric motors, generators, transformers, electricity distribution and control apparatus, electric signaling, safety or traffic-control equipment, and general purpose machinery in India and internationally. The company's Energy segment provides integrated products, solutions, and services for oil and gas production, and power generation and transmission. It serves oil and gas, utilities, independent power producers, and engineering, procurement, and construction companies. Its Smart Infrastructure segment supplies products, systems, solutions, and services for transmission and distribution of electrical energy for power utilities, industrial companies, and infrastructure segments. This segment offers systems for low and medium voltage distribution; solutions for smart grids and energy automation; and low voltage power supply systems, as well as intelligent and connected infrastructure for grids and buildings. The company's Mobility segment provides solutions for passenger and freight transportation, including rail vehicles, rail automation systems, rail electrification systems, road traffic technology, and IT solutions. Its Portfolio Companies segment provides products, process solutions, and services across life cycles for wind and industry sectors. The company's Digital Industries segment offers automation, drives, and software technologies covering the complete life cycle from product design and production execution to services for discrete and process industries. The company also engages in the lease rental business. Siemens Limited has a strategic partnership with Salesforce to develop a new workplace technology suite; and Allied Electronics & Automation, Inc. The company was formerly known as Siemens India Limited and changed its name to Siemens Limited in March 1987. Siemens Limited was founded in 1867 and is based in Mumbai, India. Siemens Limited is a subsidiary of Siemens Aktiengesellschaft.",Mumbai,1.11782E+11,313.876,SIEMENS INDIA LTD,Siemens Limited,SIEMENS.NS,356120000,8.21159E+11
SBIN,Financial Services,245652,"State Bank of India provides various banking products and services to individuals, commercial enterprises, corporates, public bodies, and institutional customers in India and internationally. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, Insurance Business, and Other Banking Business segments. It offers personal banking products and services, including current accounts, savings accounts, term deposits, and recurring deposits; home, auto, education, gold, and personal loans, as well as loans against property and securities; and wealth management, mobile and internet banking, demat, foreign inward remittance, safe deposit locker, public provident fund, money transfer, pension policy, and mobile wallet services, as well as cards and inflation indexed national savings securities cumulative bonds. The company also provides corporate banking products and services comprising corporate accounts, working capital and project finance, term loans, deferred payment guarantees, corporate loans, structured finance, dealer and channel financing, equipment leasing, loan syndication, construction equipment loans, financing Indian firms' overseas subsidiaries or JVs, and cash management, as well as export and cash, and letters of credit products. In addition, it offers NRI services, including accounts and deposits, remittances, investments, and loans; agricultural banking and micro credit to agriculturists and farmers; supply chain finance, and deposits and transaction banking services for SME customers; and international banking services. Further, the company provides treasury, broking, bill payment, and MICR services; and credit cards, life and non-life insurance, mutual funds, merchant banking, trustee business, factoring, security trading, pension fund management, and custody services. As of March 31, 2021, it operated 22,219 branches and 62,617 ATMs. The company was founded in 1806 and is headquartered in Mumbai, India.",Mumbai,1.84097E+12,206.305,STATE BK OF INDIA,State Bank of India,SBIN.NS,8924609536,4.73406E+12
SAIL,Basic Materials,65564,"Steel Authority of India Limited, a steel-making company, manufactures and sells iron and steel products in India and internationally. It offers rails, long rails, blooms, billets, slabs, channels, joists, angles, TMT rebars, wire rods, crane rails, plates, pig iron, and coal chemicals; narrow slabs; wheels and axles; and plate mill plates, HR plates, HR coils, CR sheets/coils, plain and corrugated galvanized sheets, ERW pipes, spiral weld pipes, and CRNO. The company also provides GP and GC sheets, galvanized steel, HRPO, bars and rebars, Z-bars, MS Arch, cold-rolled stainless steel, hot rolled carbon and stainless-steel products, micro-alloyed carbon steel, and alloy steel squares and rounds. In addition, it offers wear resistant plates, forgings, carne wheels, forged rolls/plates, stainless steel slabs, special steel, and rolled and forged alloy products; and high/medium/low carbon ferromanganese, and silico-manganese products. The company was founded in 1954 and is based in New Delhi, India.",New Delhi,8.06891E+11,195.309,STEEL AUTHOR INDIA,Steel Authority of India Limited,SAIL.NS,4130530048,5.08888E+11
SUNPHARMA,Healthcare,,"Sun Pharmaceutical Industries Limited, a generic pharmaceutical company, develops, manufactures, and markets branded and generic formulations and active pharmaceutical ingredients (APIs) in India and internationally. The company offers formulations in various therapeutic areas, including central nervous system, dermatology, cardiology, oncology and ophthalmic, neuro-psychiatry, gastroenterology, anti-infectives, diabetology, pain/analgesics, vitamins/minerals/nutrients, respiratory, gynaecology, urology, opthalomology, orthopaedic, nephrology, dental, and other areas. It also provides APIs for anti-cancers, peptides, steroids, sex hormones, and controlled substances, as well as over-the-counter products. Sun Pharmaceutical Industries Limited was founded in 1983 and is based in Mumbai, India.",Mumbai,3.56316E+11,148.358,SUN PHARMACEUTICAL,Sun Pharmaceutical Industries Limited,SUNPHARMA.NS,2399330048,1.90855E+12
TCS,Technology,509058,"Tata Consultancy Services Limited provides information technology (IT) and IT enabled services worldwide. The company operates through Banking, Financial Services and Insurance; Manufacturing; Retail and Consumer Business; Communication, Media and Technology; and Others segments. It offers CHROMA, a cloud-based talent management solution; ignio, a cognitive automation software product; TCS iON, an assessment platform; TAP, a procurement offering; TCS MasterCraft, a platform to automate and manage IT processes; Quartz, a blockchain solution; and TCS OmniStore, a unified commerce platform. The company also provides customer intelligence and insight solutions; Intelligent Urban Exchange, an integrated software to accelerate smart city programs; OPTUMERA, a digital merchandising suite; TCS BaNCS, a financial platform; and Jile, an agile DevOps product. In addition, it offers advanced drug development and connected intelligent platforms; ERP on cloud, an enterprise solution that offers hosted ERP applications and services; and HOBS, a platform for subscription based digital business. Further, the company provides cognitive business, consulting, analytics, automation and artificial intelligence, Internet of Things, cloud applications, blockchain, cloud infrastructure, cyber security, interactive, industrial and quality engineering, and enterprise services. It serves banking, financial, and public services; consumer goods and distribution; insurance; life sciences and healthcare; manufacturing, retail; hi-tech; travel, transportation, and hospitality industries; communications, media, and technology industries; and energy, resource, and utility industries. Tata Consultancy Services Limited has a strategic partnership with Bharti Airtel Limited for implementing 5G networks solutions for India. The company was founded in 1968 and is headquartered in Mumbai, India. Tata Consultancy Services Limited is a subsidiary of Tata Sons Private Limited.",Mumbai,1.71266E+12,459.555,TATA CONSULTANCY S,Tata Consultancy Services Limited,TCS.NS,3699049984,1.29787E+13
TATACONSUM,Consumer Defensive,2900,"Tata Consumer Products Limited, together with its subsidiaries, produces and sells tea, coffee, and water in India, the United States, the United Kingdom, and internationally. The company operates through Branded Business and Non Branded Business segments. It engages in processing and blending of tea, including the manufacture of instant tea. The company's products include food ingredients and sweeteners, salt, pulses, spices, ready-to-drink and ready-to-eat products, poha, snacks, besan, cereals, ready-to-cook, glucose-based flavoured drink, detergent, and other packaged foods. It operates cafes under the Tata Cha brand. Tata Consumer Products Limited offers its products primarily under the Tata Tea, Tata Coffee Grand, Tata Water Plus, Tata Gluco Plus, Tata Fruski, Tetley, Teapigs, Vitax, Laager, Good Earth, Eight O'Clock Coffee, Himalayan, Grand, Tata Coffee Grand, Map Coffee, and Joekels brands, as well as Tata Salt, Tata Soulfull, Tata Sampann, Sonnets by Tata Coffee, and Tata Nx brands. The company was formerly known as Tata Global Beverages Limited and changed its name to Tata Consumer Products Limited in February 2020. Tata Consumer Products Limited was incorporated in 1962 and is headquartered in Mumbai, India.",Mumbai,1.18966E+11,129.148,TATA CONSUMER PRODUCT LTD,Tata Consumer Products Limited,TATACONSUM.NS,921552000,7.62492E+11
TATAMOTORS,Consumer Cyclical,,"Tata Motors Limited designs, develops, manufactures, and sells a range of automotive vehicles. It offers passenger cars; sports utility vehicles; small commercial vehicles and pickup trucks; buses; and intermediate, light, medium, and heavy commercial vehicles, including trucks, tractors, tippers, multi-axle vehicles, pickups, dump trucks, tractor-trailers, mixers, and cargo vehicles, as well as related spare parts and accessories. The company also provides fully built solutions for applications, such as garbage compactors, containers, tankers, reefers, and diesel bowser, as well as electric vehicles. In addition, it offers information technology services, machine tools, and factory automation solutions; vehicle financing services; and engines for industrial and marine applications. The company provides its products under the Tata, Daewoo, Fiat, Jaguar, and Land Rover brands. It operates in India, China, the United States, the United Kingdom, rest of Europe, and internationally. The company was formerly known as Tata Engineering and Locomotive Company Limited and changed its name to Tata Motors Limited in July 2003. Tata Motors Limited was founded in 1945 and is headquartered in Mumbai, India.",Mumbai,2.49795E+12,,TATA MOTORS LTD.,Tata Motors Limited,TATAMOTORS.NS,3320310016,1.74357E+12
TATASTEEL,Basic Materials,65000,"Tata Steel Limited manufactures and distributes steel products in India and internationally. It operates in Tata Steel India, Bamnipal Steel (including Tata Steel BSL), Tata Steel Long Products, South-East Asian operations, Other Indian Operations, Tata Steel Europe, Other Trade Related Operations, and Rest of the World segments. The company offers hot-rolled (HR) and cold-rolled (CR) coated steel coils and sheets, precision tubes, tire bead wires, spring wires, and bearings, as well as auto ancillaries for the automotive market; and bearings, galvanized iron wires, agriculture and garden tools, and conveyance tubes, as well as fencing, farming, and irrigation equipment for the agriculture market. It also provides rebars, steel doors and windows, roofing sheets, plumbing pipes, tubes, prefabricated houses, water kiosks, modular toilets, office cabins, rooftop houses, EV charging stations, higher Dia rebars and corrosion-resistance steels, cut and bend bars, PC strands, and ground granulated blast furnace slags for individual house builders, corporate and government bodies, infrastructure companies, and housing and commercial customers in the construction market. In addition, the company offers CR, coated, HR, tube, wire rod, ferro chrome and manganese, boiler tube, pipes, ferroshot, blast furnace slag, coal tar, and metallic products for use in panels and appliances, fabrication and capital goods, furniture, LPG, and welding applications, as well as the process industries, such as cement, power, and steel in the industrial and general engineering markets. Tata Steel Limited was incorporated in 1907 and is based in Mumbai, India.",Mumbai,1.84191E+12,1584.034,TATA STEEL LTD,Tata Steel Limited,TATASTEEL.NS,1125309952,1.51782E+12
TECHM,Technology,126263,"Tech Mahindra Limited provides information technology (IT) services and solutions in the Americas, Europe, India, and internationally. The company operates through IT Business and Business Processing Outsourcing (BPO) segments. It offers IT outsourcing, consulting, application outsourcing, network, infrastructure outsourcing, integrated engineering, BPO, platform, and mobile value added services. The company also provides consulting-led integrated portfolio services to telecom equipment manufacturers and service providers, IT infrastructure service providers, and business process outsourcing service providers; and IT and IT-enabled enterprise solutions. In addition, it offers IT enabled, application development and maintenance, consulting and enterprise business solutions, extended engineering solutions, and infrastructure management services. Further, the company provides data and analytics; IT infrastructure and cloud services; customer experience solutions; enterprise platforms; and enterprise business solutions. Additionally, it offers testing, telecom product engineering, digital supply chain, performance engineering, and cyber security services. The company serves communication; banking, financial, and insurance services; energy and utilities; media and entertainment; health life sciences; hi-tech; professional services; manufacturing; retail and consumer goods; travel, transportation, hospitality, and logistics; oil and gas; and public and government sectors. Tech Mahindra Limited was incorporated in 1986 and is based in Pune, India.",Pune,3.89464E+11,444.985,TECH MAHINDRA,Tech Mahindra Limited,TECHM.NS,968988992,1.45915E+12
TITAN,Consumer Cyclical,7235,"Titan Company Limited, together with its subsidiaries, manufactures and sells watches, jewelry, eyewear, and other accessories and products in India and internationally. It operates through four segments: Watches and Wearables, Jewellery, Eyewear, and Others. The company offers watches and accessories under the Titan Edge, Titan Raga, Nebula, Octane, Fastrack, Titan HTSE, Zoop, Sonata, Favre-Leuba, SF, Xylys, World of Titan, and Helios brands. It also provides jewelry products under the Mia, CaratLane, Tanishq, and Zoya brands; and retails watches under the Helios brand. In addition, the company offers optical products under the Titan EyePlus brand, as well as Fastrack and Glares brands. Further, it provides a range of fragrance products under the SKINN brand; and sarees, lehengas, yardages, stoles, and dupattas under the Taneira brand, as well as engages in the precision component manufacturing and designing, and automation machines manufacturing activities for the aerospace and defense industries. The company offers its products through retail stores and dealers, as well as online. As of March 31, 2021, it operated approximately 1,909 stores with approximately 2.5 million square feet of retail space. The company was formerly known as Titan Industries Limited and changed its name to Titan Company Limited in August 2013. Titan Company Limited was incorporated in 1984 and is based in Bengaluru, India.",Bengaluru,2.3138E+11,265.174,TITAN COMPANY LTD,Titan Company Limited,TITAN.NS,887800000,2.15891E+12
TORNTPHARM,Healthcare,13505,"Torrent Pharmaceuticals Limited engages in the research, development, manufacturing, and marketing of generic pharmaceutical formulations in India, the United States, Germany, Brazil, and internationally. It offers products in various therapeutic areas, including cardiovascular, central nervous system, gastrointestinal, women healthcare, diabetology, pain management, gynecology, oncology, and anti-infective, as well as provides vitamins, minerals, and nutrients. The company also offers contract manufacturing services. It has collaboration agreements with Cipla Limited, Dr. Reddy's Laboratories Ltd., Emcure Pharmaceuticals Limited, and Sun Pharmaceutical Industries Limited for the clinical trial of the investigational oral anti-viral drug Molnupiravir for the treatment of mild COVID-19 in an outpatient setting. The company was formerly known as Trinity Laboratories and changed its name to Torrent Pharmaceuticals Limited in 1971. The company was founded in 1959 and is based in Ahmedabad, India. Torrent Pharmaceuticals Limited is a subsidiary of Torrent Investments Private Limited.",Ahmedabad,80828301312,477.754,TORRENT PHARM,Torrent Pharmaceuticals Limited,TORNTPHARM.NS,169223008,4.77099E+11
UPL,Basic Materials,12258,"UPL Limited engages in the provision of sustainable agriculture products and solutions in India and internationally. It operates through two segments, Agro Activity and Non-Agro Activity. The company offers sorghum, forages, corn, canola, sunflower, vegetable, rice, wheat, soya, pearl millet, oats, alfalfa, bio-fumigants, and mustard seeds. It also provides herbicides; fungicides; insecticides and acaricides; seed treatment products; adjuvants; and ProNutiva, a solution for crop protection. In addition, the company offers plant stress and stimulation solutions; post-harvest products; soil and water technologies; aquatic treatment solutions; and farmer advisory and education services, as well as farm services. Further, it manufactures and markets industrial and specialty chemicals, chemical intermediates; and industrial chemicals and other non-agricultural related products, as well as other services. The company was formerly known as United Phosphorus Limited and changed its name to UPL Limited in October 2013. UPL Limited was founded in 1969 and is headquartered in Mumbai, India.",Mumbai,3.9376E+11,503.405,UPL LIMITED,UPL Limited,UPL.NS,764044992,5.63636E+11
ULTRACEMCO,Basic Materials,,"UltraTech Cement Limited, together with its subsidiaries, manufactures and sells cement and cement related products in India. It offers ordinary Portland cement, Portland blast furnace slag cement, Portland Pozzolana cement, white cement, and white cement based products; and ready mix concrete, including specialty concrete, as well as building products consisting AAC blocks, jointing mortars, and host of others in retail formats. The company also provides Super Stucco, a self-curing-no water curing plaster; Power Grout, a self-curing industrial grout for anchoring/grouting applications; Seal & Dry water proofing systems, which helps in water conservation in water storage tanks and canals; and C'retePro, a liquid system for mortar and concrete modifier, as well as repair mortars and concrete under the name of Basekrete and Microkrete. UltraTech Cement Limited exports its products to the United Arab Emirates, Bahrain, and Sri Lanka. In addition, it offers construction products and value-added services that include technical advice during construction, vaastu consultancy, product training in various categories, and technical meets for customers. The company was formerly known as UltraTech CemCo Limited and changed its name to UltraTech Cement Limited in October 2004. The company was incorporated in 2000 and is based in Mumbai, India. UltraTech Cement Limited is a subsidiary of Grasim Industries Limited.",Mumbai,4.47258E+11,1550.597,ULTRATECH CEMENT,UltraTech Cement Limited,ULTRACEMCO.NS,288446016,2.27319E+12
MCDOWELL-N,Consumer Defensive,3261,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, gin, and wine. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, McDowell's Brandy, Bagpiper, Old Tavern, and Haywards brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of the Board of Control for Cricket in India Â Indian Premier League. It also exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited is a subsidiary of Relay BV.",Bengaluru,88210997248,124.351,UNITED SPIRITS,United Spirits Limited,MCDOWELL-N.NS,709342976,6.92923E+11
VEDL,Basic Materials,,"Vedanta Limited operates as a diversified natural resources company in India. The company explores for, develops, extracts, produces, processes, and sells oil and gas, zinc, lead, silver, copper, aluminum, iron ore, steel, and power. It is involved in the exploration, development, and production of oil and gas; and exploration, mining, and processing of iron ore, pig iron, and metallurgical coke. The company also operates a thermal coal-based commercial power facility of 600 megawatts (MW) at Jharsuguda in the State of Odisha in eastern India; two 300 MW thermal coal based power plants at Korba; 1,980 MW (three units of 660 MW each) thermal coal-based commercial power facilities; 274MW of wind power plants; and a power plant situated at Mettur Dam in the state of Tamil Nadu in southern India. In addition, it manufactures and supplies billets, TMT bars, wire rods, and ductile iron pipes; engages in the mechanization of coal handling facilities and upgradation of general cargo berth for handling coal at the outer harbor of Visakhapatnam Port on the east coast of India; and provides logistics and other allied services inter alia rendering stevedoring, and other allied services in ports and other allied sectors. Further, the company is involved in manufacturing glass substrates in South Korea and Taiwan. It also has operations in South Africa, Namibia, Ireland, Australia, Liberia, and the United Arab Emirates. The company was incorporated in 1965 and is based in Mumbai, India.",Mumbai,8.6863E+11,234.49,VEDANTA LIMITED,Vedanta Limited,VEDL.NS,3717199872,1.16074E+12
WIPRO,Technology,200000,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide. It operates through three segments: IT Services, IT Products, and India State Run Enterprise Services (ISRE). The IT Services segment offers IT and IT-enabled services, including digital strategy advisory, customer-centric design, technology consulting, IT consulting, custom application design, development, re-engineering and maintenance, systems integration, package implementation, infrastructure, analytics, business process, research and development, and hardware and software design services to enterprises. It serves customers in various industry sectors, such as healthcare and medical devices, consumer goods and life sciences, retail, transportation and services, communications, media and information services, technology products and platforms, banking, financial services and insurance, manufacturing, hi-tech, energy, and utilities. The IT Products segment provides a range of third-party IT products comprising enterprise platforms, networking solutions, software and data storage products, contact center infrastructure, enterprise security, IT optimization technologies, video solutions, and end-user computing solutions. It serves enterprises in various industries primarily in the India market, which comprise the government, defense, IT and IT-enabled services, telecommunications, manufacturing, utilities, education, and financial services sectors. The ISRE segment offers IT services to entities and/or departments owned or controlled by the Government of India and/or various Indian State Governments. Wipro Limited has a collaboration agreement with FEV Europe GmbH to develop and market software defined vehicles. The company was incorporated in 1945 and is based in Bengaluru, India.",Bengaluru,6.1943E+11,109.648,WIPRO LTD,Wipro Limited,WIPRO.NS,5459820032,3.56908E+12
YESBANK,Financial Services,22270,"Yes Bank Limited provides banking and financial services primarily in India. It operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. The company offers corporate banking services, such as working capital finance, term loans, corporate finance, trade finance and cash management services, debt capital markets, treasury, liquidity management, and other services. It also provides retail banking products, including home, car, super bike, commercial vehicle, construction equipment, gold, personal, and secured business loans, as well as loans against securities; health care and printing equipment finance; and business banking services to micro, small, and medium enterprises. In addition, the company offers financial and advisory services to ministries under the union and state governments, central and state public sector undertakings, boards, and other affiliates; and banking solutions to financial institutions, non-banking finance and housing finance companies, asset finance companies, insurance companies, small finance and payment banks, mutual funds, private equity funds, cooperative and regional rural banks, capital market participants, primary dealers, depositories, AD II license holders, money changers, PPI operators, and payment aggregators. Further, it provides debit and credit cards, current and savings accounts, fixed and recurring deposits, safe deposit lockers, wealth management and insurance products, and mobile and online banking services; transaction banking services comprising escrow, trade finance, foreign exchange, bullion, and custodial; mergers and acquisition advisory, private equity fund raising, and liquidity restructuring services; loan syndication services; and remittance solutions. As of March 31, 2021, it operated 1,070 branches; 3 national operating centers; and 1,340 ATMs and bunch note acceptors. The company was incorporated in 2003 and is headquartered in Mumbai, India.",Mumbai,15369100288,0.623,YES BANK,Yes Bank Limited,YESBANK.NS,25054900224,3.29949E+11
